index,name,name2,pos,sum,timeOnIce,ot,shutouts,ties,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,timeOnIcePerGame,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,assists,goals,pim,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame
8480796,Martin Fehervary,"Fehervary, Martin",D,509,1552:35,,,,,,,,,,,,,,,79,,,,19:39,,,,9.0,8.0,26.0,96.0,251.0,0.0,0.0,02:38,1409:19,26,0.0,8.3,2.0,0.0,1.0,2.0,140:38,117.0,15.0,17.0,1937.0,17:50,01:46,00:02
8481441,Joe Snively,"Snively, Joe",C,36,138:41,,,,,,,,,,,,,,,12,,,,11:33,,,,3.0,4.0,2.0,21.0,2.0,1.0,1.0,03:38,135:02,2,0.0,19.0,0.0,0.0,0.0,0.0,00:01,3.0,3.0,7.0,178.0,11:15,00:00,00:18
8481580,Connor McMichael,"McMichael, Connor",C,201,711:50,,,,,,,,,,,,,,,68,,,,10:28,,,,9.0,9.0,10.0,105.0,46.0,0.0,0.0,05:55,705:10,10,42.89,8.6,0.0,0.0,0.0,0.0,00:45,22.0,-3.0,18.0,922.0,10:22,00:00,00:05
8482148,Hendrix Lapierre,"Lapierre, Hendrix",C,13,57:32,,,,,,,,,,,,,,,6,,,,09:35,,,,0.0,1.0,2.0,7.0,1.0,0.0,0.0,05:44,51:48,2,26.08,14.3,0.0,0.0,0.0,0.0,00:00,2.0,2.0,1.0,74.0,08:38,00:00,00:57
8476473,Connor Murphy,"Murphy, Connor",D,409,1240:28,,,,,,,,,,,,,,,57,,,,21:45,,,,6.0,4.0,47.0,71.0,130.0,0.0,0.0,03:39,1083:47,47,0.0,5.6,1.0,0.0,0.0,0.0,153:02,150.0,-14.0,10.0,1558.0,19:00,02:41,00:03
8476915,Jujhar Khaira,"Khaira, Jujhar",LW,150,367:12,,,,,,,,,,,,,,,27,,,,13:36,,,,0.0,3.0,13.0,32.0,88.0,0.0,0.0,01:02,316:11,13,52.47,9.4,0.0,0.0,0.0,0.0,49:59,14.0,-4.0,3.0,507.0,11:42,01:51,00:02
8471677,Jack Johnson,"Johnson, Jack",D,267,1239:22,,,,,,,,,,,,,,,74,,,,16:44,,,,8.0,1.0,42.0,57.0,91.0,0.0,0.0,02:42,1086:15,42,0.0,1.8,0.0,0.0,0.0,1.0,150:25,68.0,5.0,9.0,1665.0,14:40,02:01,00:02
8471774,Alex Stalock,"Stalock, Alex",G,0,46:07,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,19.0,1.0,25.0,2.0,0.786,7.8063,1,1.0,28.0,6.0,46:07,100.0,100.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,
8473604,Jonathan Toews,"Toews, Jonathan",C,257,1240:45,,,,,,,,,,,,,,,71,,,,17:28,,,,25.0,12.0,39.0,125.0,25.0,4.0,7.0,192:16,950:47,39,58.98,9.6,2.0,0.0,1.0,1.0,97:42,22.0,-14.0,37.0,1649.0,13:23,01:22,02:42
8474141,Patrick Kane,"Kane, Patrick",RW,467,1702:13,,,,,,,,,,,,,,,78,,,,21:49,,,,66.0,26.0,18.0,287.0,11.0,9.0,31.0,295:26,1404:41,18,50.0,9.1,2.0,0.0,0.0,0.0,02:06,26.0,-19.0,92.0,1798.0,18:00,00:01,03:47
8474870,Tyler Johnson,"Johnson, Tyler",C,95,337:21,,,,,,,,,,,,,,,26,,,,12:58,,,,4.0,3.0,12.0,30.0,37.0,0.0,2.0,58:29,276:32,12,60.78,10.0,0.0,0.0,0.0,0.0,02:20,7.0,-8.0,7.0,444.0,10:38,00:05,02:14
8475852,Petr Mrazek,"Mrazek, Petr",G,0,1042:07,0.0,0.0,0.0,12.0,6.0,462.0,57.0,12.0,393.0,13.0,441.0,66.0,0.888,3.3394,20,18.0,520.0,58.0,52:06,86.36363636363636,92.3076923076923,89.1156462585034,,,,,,,,,,,,,,,,,,,,,,,,
8476278,Colin Blackwell,"Blackwell, Colin",C,227,692:10,,,,,,,,,,,,,,,58,,,,11:56,,,,10.0,10.0,14.0,77.0,91.0,0.0,0.0,19:45,616:36,14,49.11,13.0,1.0,0.0,2.0,2.0,55:49,24.0,0.0,20.0,987.0,10:37,00:57,00:20
8476931,Jake McCabe,"McCabe, Jake",D,468,1523:03,,,,,,,,,,,,,,,75,,,,20:18,,,,18.0,4.0,33.0,80.0,166.0,0.0,0.0,07:09,1325:20,33,0.0,5.0,0.0,0.0,0.0,0.0,190:34,167.0,-27.0,22.0,1923.0,17:40,02:32,00:05
8476960,Andreas Athanasiou,"Athanasiou, Andreas",C,117,426:33,,,,,,,,,,,,,,,28,,,,15:14,,,,6.0,11.0,4.0,71.0,11.0,0.0,1.0,45:15,377:54,4,65.0,15.5,3.0,1.0,0.0,0.0,03:24,10.0,7.0,17.0,547.0,13:29,00:07,01:36
8477210,Buddy Robinson,"Robinson, Buddy",RW,131,295:54,,,,,,,,,,,,,,,32,,,,09:14,,,,5.0,1.0,19.0,38.0,56.0,0.0,0.0,00:18,277:03,19,0.0,2.6,0.0,0.0,0.0,0.0,18:33,12.0,2.0,6.0,436.0,08:39,00:34,00:00
8477495,Seth Jones,"Jones, Seth",D,546,2044:44,,,,,,,,,,,,,,,78,,,,26:12,,,,46.0,5.0,28.0,194.0,99.0,0.0,19.0,264:45,1633:19,28,0.0,2.6,0.0,0.0,0.0,1.0,146:40,155.0,-37.0,51.0,2340.0,20:56,01:52,03:23
8477503,Max Domi,"Domi, Max",C,236,938:33,,,,,,,,,,,,,,,72,,,,13:02,,,,28.0,11.0,55.0,104.0,24.0,0.0,4.0,87:41,850:27,55,45.34,10.6,1.0,0.0,0.0,0.0,00:25,9.0,10.0,39.0,1281.0,11:48,00:00,01:13
8478043,Sam Lafferty,"Lafferty, Sam",C,294,759:59,,,,,,,,,,,,,,,56,,,,13:34,,,,8.0,5.0,37.0,80.0,137.0,0.0,0.0,02:28,649:55,37,41.06,6.3,1.0,0.0,0.0,0.0,107:36,26.0,-16.0,13.0,1053.0,11:36,01:55,00:02
8478106,Dylan Sikura,"Sikura, Dylan",RW,7,49:47,,,,,,,,,,,,,,,5,,,,09:57,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,01:42,48:05,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,3.0,0.0,1.0,71.0,09:37,00:00,00:20
8477952,Robby Fabbri,"Fabbri, Robby",C,302,970:27,,,,,,,,,,,,,,,56,,,,17:19,,,,13.0,17.0,35.0,123.0,86.0,6.0,8.0,154:45,814:59,35,49.54,13.8,1.0,0.0,0.0,0.0,00:43,19.0,-23.0,30.0,1067.0,14:33,00:00,02:45
8474151,Ryan McDonagh,"McDonagh, Ryan",D,361,1593:30,,,,,,,,,,,,,,,71,,,,22:26,,,,22.0,4.0,16.0,85.0,96.0,0.0,1.0,25:44,1336:56,16,0.0,4.7,0.0,0.0,0.0,0.0,230:50,137.0,15.0,26.0,1821.0,18:49,03:15,00:21
8474600,Roman Josi,"Josi, Roman",D,661,2044:21,,,,,,,,,,,,,,,80,,,,25:33,,,,73.0,23.0,46.0,281.0,66.0,11.0,37.0,270:43,1716:58,46,0.0,8.2,2.0,0.0,0.0,0.0,56:40,133.0,13.0,96.0,2206.0,21:27,00:42,03:23
8474697,Mark Borowiecki,"Borowiecki, Mark",D,475,747:15,,,,,,,,,,,,,,,57,,,,13:06,,,,4.0,0.0,151.0,45.0,196.0,0.0,0.0,00:20,644:21,151,0.0,0.0,0.0,0.0,0.0,0.0,102:34,79.0,-9.0,4.0,1105.0,11:18,01:47,00:00
8475168,Matt Duchene,"Duchene, Matt",C,446,1483:04,,,,,,,,,,,,,,,78,,,,19:00,,,,43.0,43.0,38.0,228.0,31.0,16.0,29.0,247:10,1234:19,38,54.09,18.9,6.0,3.0,0.0,0.0,01:35,28.0,6.0,86.0,1698.0,15:49,00:01,03:10
8475218,Mattias Ekholm,"Ekholm, Mattias",D,400,1784:21,,,,,,,,,,,,,,,76,,,,23:28,,,,25.0,6.0,44.0,145.0,79.0,0.0,4.0,117:29,1418:55,44,0.0,4.1,1.0,0.0,0.0,1.0,247:57,96.0,14.0,31.0,2110.0,18:40,03:15,01:32
8475793,Ryan Johansen,"Johansen, Ryan",C,371,1308:32,,,,,,,,,,,,,,,79,,,,16:33,,,,37.0,26.0,53.0,118.0,72.0,11.0,24.0,239:56,1053:13,53,52.62,22.0,6.0,1.0,0.0,0.0,15:23,35.0,-2.0,63.0,1664.0,13:19,00:11,03:02
8475798,Mikael Granlund,"Granlund, Mikael",C,382,1633:10,,,,,,,,,,,,,,,80,,,,20:24,,,,53.0,11.0,33.0,117.0,92.0,3.0,28.0,250:21,1233:12,33,47.18,9.4,3.0,0.0,0.0,0.0,149:37,45.0,-9.0,64.0,1923.0,15:24,01:52,03:07
8475799,Nino Niederreiter,"Niederreiter, Nino",RW,368,1112:59,,,,,,,,,,,,,,,75,,,,14:50,,,,20.0,24.0,34.0,144.0,119.0,4.0,5.0,110:11,1002:24,34,48.71,16.7,5.0,0.0,0.0,0.0,00:24,17.0,29.0,44.0,1430.0,13:21,00:00,01:28
8480008,Adam Ruzicka,"Ruzicka, Adam",C,83,286:16,,,,,,,,,,,,,,,28,,,,10:13,,,,5.0,5.0,8.0,33.0,24.0,0.0,0.0,06:22,279:54,8,46.18,15.2,0.0,0.0,0.0,0.0,00:00,8.0,8.0,10.0,444.0,09:59,00:00,00:13
8471699,Andrew Cogliano,"Cogliano, Andrew",C,246,937:34,,,,,,,,,,,,,,,74,,,,12:40,,,,12.0,4.0,20.0,75.0,104.0,0.0,0.0,05:46,801:03,20,38.09,5.3,0.0,0.0,1.0,2.0,130:45,31.0,-18.0,16.0,1536.0,10:49,01:46,00:04
8471794,Darren Helm,"Helm, Darren",C,264,717:29,,,,,,,,,,,,,,,68,,,,10:33,,,,8.0,7.0,14.0,93.0,114.0,0.0,0.0,02:39,584:29,14,44.2,7.5,1.0,0.0,1.0,2.0,130:21,27.0,-5.0,15.0,1037.0,08:35,01:55,00:02
8473446,Erik Johnson,"Johnson, Erik",D,491,1330:23,,,,,,,,,,,,,,,77,,,,17:16,,,,17.0,8.0,24.0,139.0,165.0,0.0,1.0,17:53,1112:33,24,0.0,5.8,1.0,0.0,1.0,2.0,199:57,136.0,22.0,25.0,1833.0,14:26,02:35,00:13
8480802,Ryan McLeod,"McLeod, Ryan",C,174,905:58,,,,,,,,,,,,,,,71,,,,12:45,,,,12.0,9.0,12.0,82.0,28.0,2.0,5.0,54:57,771:19,12,47.23,11.0,1.0,0.0,0.0,0.0,79:42,25.0,-2.0,21.0,1239.0,10:51,01:07,00:46
8469608,Mike Smith,"Smith, Mike",G,0,1579:58,2.0,2.0,0.0,16.0,9.0,800.0,138.0,18.0,644.0,21.0,697.0,156.0,0.915,2.8102,28,27.0,874.0,74.0,56:25,88.46153846153845,85.71428571428571,92.39598278335724,,,,,,,,,,,,,,,,,,,,,,,,
8474089,Brad Malone,"Malone, Brad",C,34,66:14,,,,,,,,,,,,,,,8,,,,08:16,,,,1.0,1.0,2.0,7.0,22.0,0.0,0.0,00:22,56:07,2,48.14,14.3,0.0,0.0,0.0,0.0,09:45,1.0,-2.0,2.0,108.0,07:00,01:13,00:02
8475169,Evander Kane,"Kane, Evander",LW,404,836:22,,,,,,,,,,,,,,,43,,,,19:27,,,,17.0,22.0,60.0,152.0,135.0,3.0,4.0,105:07,716:09,60,45.0,14.5,3.0,0.0,2.0,3.0,15:06,11.0,25.0,39.0,921.0,16:39,00:21,02:26
8475197,Tyson Barrie,"Barrie, Tyson",D,329,1384:16,,,,,,,,,,,,,,,73,,,,18:57,,,,34.0,7.0,18.0,149.0,27.0,3.0,21.0,208:39,1147:11,18,0.0,4.7,0.0,0.0,0.0,1.0,28:26,73.0,3.0,41.0,1533.0,15:42,00:23,02:51
8475717,Calvin Pickard,"Pickard, Calvin",G,0,125:38,0.0,0.0,0.0,1.0,1.0,63.0,12.0,0.0,51.0,0.0,56.0,16.0,0.875,4.2982,3,1.0,72.0,9.0,41:52,75.0,,91.07142857142857,,,,,,,,,,,,,,,,,,,,,,,,
8475735,Greg McKegg,"McKegg, Greg",C,108,467:17,,,,,,,,,,,,,,,43,,,,10:52,,,,3.0,2.0,6.0,25.0,50.0,0.0,0.0,01:45,414:05,6,45.0,8.0,0.0,0.0,0.0,1.0,51:27,22.0,-11.0,5.0,632.0,09:37,01:11,00:02
8475786,Zach Hyman,"Hyman, Zach",LW,422,1479:20,,,,,,,,,,,,,,,76,,,,19:27,,,,27.0,27.0,36.0,213.0,74.0,5.0,10.0,182:24,1162:01,36,48.23,12.7,4.0,1.0,1.0,4.0,134:55,31.0,-9.0,54.0,1701.0,15:17,01:46,02:24
8475789,Jack Campbell,"Campbell, Jack",G,0,2795:24,6.0,5.0,0.0,31.0,9.0,1307.0,145.0,38.0,1124.0,39.0,1228.0,163.0,0.914,2.6401,49,47.0,1430.0,123.0,57:02,88.95705521472392,97.43589743589743,91.53094462540716,,,,,,,,,,,,,,,,,,,,,,,,
8476454,Ryan Nugent-Hopkins,"Nugent-Hopkins, Ryan",C,320,1217:03,,,,,,,,,,,,,,,63,,,,19:19,,,,39.0,11.0,16.0,154.0,42.0,1.0,23.0,218:36,871:35,16,40.73,7.1,1.0,0.0,3.0,5.0,126:52,34.0,3.0,50.0,1334.0,13:50,02:00,03:28
8476495,Seth Griffith,"Griffith, Seth",C,1,05:37,,,,,,,,,,,,,,,1,,,,05:37,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00:00,05:37,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,1.0,0.0,9.0,05:37,00:00,00:00
8476850,Ryan Murray,"Murray, Ryan",D,105,521:14,,,,,,,,,,,,,,,37,,,,14:05,,,,4.0,0.0,2.0,26.0,32.0,0.0,0.0,01:03,480:18,2,0.0,0.0,0.0,0.0,0.0,1.0,39:53,41.0,-3.0,4.0,721.0,12:58,01:04,00:01
8476879,Cody Ceci,"Ceci, Cody",D,382,1629:55,,,,,,,,,,,,,,,78,,,,20:53,,,,23.0,5.0,14.0,102.0,117.0,0.0,0.0,02:45,1426:52,14,0.0,4.9,0.0,0.0,0.0,3.0,200:18,121.0,8.0,28.0,1843.0,18:17,02:34,00:02
8476913,Devin Shore,"Shore, Devin",C,145,468:31,,,,,,,,,,,,,,,49,,,,09:33,,,,6.0,5.0,10.0,36.0,67.0,0.0,0.0,00:53,411:25,10,47.66,13.9,0.0,0.0,1.0,1.0,56:13,21.0,-4.0,11.0,676.0,08:23,01:08,00:01
8476967,Brett Kulak,"Kulak, Brett",D,324,1313:51,,,,,,,,,,,,,,,74,,,,17:45,,,,16.0,5.0,45.0,92.0,103.0,0.0,0.0,05:18,1228:25,45,0.0,5.4,0.0,0.0,0.0,1.0,80:08,63.0,-4.0,21.0,1555.0,16:36,01:04,00:04
8477406,Mattias Janmark,"Janmark, Mattias",C,183,961:04,,,,,,,,,,,,,,,67,,,,14:20,,,,16.0,9.0,21.0,89.0,19.0,0.0,0.0,35:43,846:09,21,40.74,10.1,1.0,0.0,2.0,3.0,79:12,28.0,3.0,25.0,1260.0,12:37,01:10,00:31
8477498,Darnell Nurse,"Nurse, Darnell",D,626,1778:27,,,,,,,,,,,,,,,71,,,,25:02,,,,26.0,9.0,54.0,203.0,196.0,0.0,6.0,82:10,1500:44,54,0.0,4.4,0.0,0.0,2.0,3.0,195:33,132.0,18.0,35.0,1875.0,21:08,02:45,01:09
8477934,Leon Draisaitl,"Draisaitl, Leon",C,558,1787:56,,,,,,,,,,,,,,,80,,,,22:20,,,,55.0,55.0,40.0,278.0,53.0,24.0,41.0,306:56,1405:22,40,53.4,19.8,11.0,1.0,1.0,1.0,75:38,25.0,17.0,110.0,1827.0,17:34,00:56,03:50
8477998,Warren Foegele,"Foegele, Warren",LW,340,1034:12,,,,,,,,,,,,,,,82,,,,12:36,,,,14.0,12.0,24.0,142.0,127.0,2.0,3.0,45:06,975:57,24,46.42,8.5,3.0,0.0,0.0,0.0,13:09,15.0,-9.0,26.0,1367.0,11:54,00:09,00:33
8478402,Connor McDavid,"McDavid, Connor",C,636,1765:18,,,,,,,,,,,,,,,80,,,,22:03,,,,79.0,44.0,45.0,314.0,75.0,10.0,44.0,297:52,1451:15,45,53.72,14.0,9.0,4.0,0.0,1.0,16:11,26.0,28.0,123.0,1757.0,18:08,00:12,03:43
8478585,Derek Ryan,"Ryan, Derek",C,180,857:19,,,,,,,,,,,,,,,75,,,,11:25,,,,12.0,10.0,8.0,72.0,38.0,0.0,0.0,05:15,722:44,8,55.85,13.9,2.0,0.0,0.0,1.0,129:20,38.0,-4.0,22.0,1283.0,09:38,01:43,00:04
8479338,Markus Niemelainen,"Niemelainen, Markus",D,118,263:53,,,,,,,,,,,,,,,20,,,,13:11,,,,1.0,0.0,4.0,12.0,82.0,0.0,0.0,00:03,235:26,4,0.0,0.0,0.0,0.0,0.0,0.0,28:24,19.0,-5.0,1.0,344.0,11:46,01:25,00:00
8479344,Jesse Puljujarvi,"Puljujarvi, Jesse",RW,320,1055:02,,,,,,,,,,,,,,,65,,,,16:13,,,,22.0,14.0,20.0,160.0,81.0,4.0,7.0,95:26,959:10,20,0.0,8.8,1.0,0.0,0.0,0.0,00:26,15.0,22.0,36.0,1252.0,14:45,00:00,01:28
8479347,Tyler Benson,"Benson, Tyler",LW,86,247:48,,,,,,,,,,,,,,,29,,,,08:32,,,,1.0,1.0,18.0,18.0,45.0,0.0,0.0,04:25,243:23,18,0.0,5.6,0.0,0.0,0.0,0.0,00:00,3.0,-5.0,2.0,327.0,08:23,00:00,00:09
8477359,Tucker Poolman,"Poolman, Tucker",D,168,680:03,,,,,,,,,,,,,,,40,,,,17:00,,,,2.0,1.0,12.0,47.0,33.0,0.0,0.0,03:22,612:15,12,0.0,2.1,0.0,0.0,0.0,0.0,64:26,73.0,2.0,3.0,887.0,15:18,01:36,00:05
8481535,Nils Hoglander,"Hoglander, Nils",LW,234,785:20,,,,,,,,,,,,,,,60,,,,13:05,,,,8.0,10.0,24.0,132.0,41.0,1.0,3.0,59:12,725:12,24,0.0,7.6,0.0,0.0,0.0,0.0,00:56,16.0,-6.0,18.0,1097.0,12:05,00:00,00:59
8474568,Luke Schenn,"Schenn, Luke",D,526,1135:51,,,,,,,,,,,,,,,66,,,,17:12,,,,12.0,5.0,61.0,78.0,273.0,0.0,0.0,03:17,1008:05,61,0.0,6.4,1.0,0.0,1.0,1.0,124:29,96.0,15.0,17.0,1633.0,15:16,01:53,00:02
8474574,Tyler Myers,"Myers, Tyler",D,506,1802:13,,,,,,,,,,,,,,,82,,,,21:58,,,,17.0,1.0,66.0,128.0,145.0,0.0,1.0,28:51,1571:10,66,0.0,0.8,0.0,0.0,0.0,0.0,202:12,148.0,15.0,18.0,2248.0,19:09,02:27,00:21
8475171,Oliver Ekman-Larsson,"Ekman-Larsson, Oliver",D,444,1763:21,,,,,,,,,,,,,,,79,,,,22:19,,,,24.0,5.0,52.0,168.0,105.0,3.0,10.0,138:18,1466:05,52,0.0,3.0,1.0,0.0,0.0,0.0,158:58,79.0,5.0,29.0,2212.0,18:33,02:00,01:45
8475413,Justin Dowling,"Dowling, Justin",C,42,210:54,,,,,,,,,,,,,,,22,,,,09:35,,,,2.0,2.0,2.0,17.0,10.0,0.0,0.0,08:42,194:34,2,52.5,11.8,0.0,0.0,0.0,0.0,07:38,9.0,-3.0,4.0,324.0,08:50,00:20,00:23
8476468,J.T. Miller,"Miller, J.T.",C,624,1686:09,,,,,,,,,,,,,,,80,,,,21:04,,,,67.0,32.0,47.0,206.0,172.0,8.0,38.0,264:40,1254:13,47,54.09,15.5,6.0,3.0,0.0,2.0,167:16,56.0,15.0,99.0,2069.0,15:40,02:05,03:18
8476858,Phillip Di Giuseppe,"Di, Phillip",LW,0,00:00,,,,,,,,,,,,,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,,,
8476871,Tanner Pearson,"Pearson, Tanner",LW,353,1091:44,,,,,,,,,,,,,,,68,,,,16:03,,,,20.0,14.0,30.0,159.0,84.0,1.0,3.0,109:41,935:58,30,35.08,8.8,2.0,0.0,0.0,0.0,46:05,41.0,9.0,34.0,1521.0,13:45,00:40,01:36
8477335,Kyle Burroughs,"Burroughs, Kyle",D,264,543:20,,,,,,,,,,,,,,,42,,,,12:56,,,,4.0,1.0,39.0,39.0,122.0,0.0,0.0,00:43,519:45,39,0.0,2.6,0.0,0.0,0.0,0.0,22:52,59.0,-3.0,5.0,758.0,12:22,00:32,00:01
8477450,Jason Dickinson,"Dickinson, Jason",C,240,808:36,,,,,,,,,,,,,,,62,,,,13:02,,,,6.0,5.0,19.0,66.0,101.0,0.0,0.0,05:53,712:17,19,42.56,7.6,0.0,0.0,0.0,0.0,90:26,43.0,-1.0,11.0,1197.0,11:29,01:27,00:05
8477484,Spencer Martin,"Martin, Spencer",G,0,378:21,3.0,0.0,0.0,3.0,0.0,207.0,38.0,3.0,166.0,3.0,175.0,40.0,0.95,1.7444,6,6.0,218.0,11.0,63:03,95.0,100.0,94.85714285714286,,,,,,,,,,,,,,,,,,,,,,,,
8477500,Bo Horvat,"Horvat, Bo",C,450,1365:47,,,,,,,,,,,,,,,70,,,,19:30,,,,21.0,31.0,40.0,194.0,96.0,13.0,19.0,227:28,1055:40,40,57.01,16.0,4.0,0.0,1.0,1.0,82:39,45.0,3.0,52.0,1716.0,15:04,01:10,03:14
8477508,Curtis Lazar,"Lazar, Curtis",C,364,839:35,,,,,,,,,,,,,,,70,,,,11:59,,,,8.0,8.0,16.0,95.0,186.0,0.0,0.0,01:02,726:01,16,48.92,8.4,0.0,0.0,0.0,1.0,112:32,51.0,-2.0,16.0,1214.0,10:22,01:36,00:00
8477967,Thatcher Demko,"Demko, Thatcher",G,0,3700:39,7.0,1.0,0.0,33.0,22.0,1799.0,232.0,57.0,1510.0,63.0,1628.0,276.0,0.915,2.7238,64,61.0,1967.0,168.0,57:49,84.05797101449275,90.47619047619048,92.75184275184274,,,,,,,,,,,,,,,,,,,,,,,,
8478057,Dakota Joshua,"Joshua, Dakota",C,144,254:47,,,,,,,,,,,,,,,30,,,,08:29,,,,5.0,3.0,16.0,31.0,77.0,0.0,0.0,01:22,253:03,16,53.33,9.7,2.0,0.0,0.0,0.0,00:22,10.0,6.0,8.0,366.0,08:26,00:00,00:02
8478408,Travis Dermott,"Dermott, Travis",D,169,920:07,,,,,,,,,,,,,,,60,,,,15:20,,,,5.0,2.0,14.0,46.0,55.0,0.0,0.0,01:34,882:39,14,0.0,4.3,1.0,0.0,0.0,0.0,35:54,46.0,9.0,7.0,1255.0,14:42,00:35,00:01
8478444,Brock Boeser,"Boeser, Brock",RW,345,1320:32,,,,,,,,,,,,,,,71,,,,18:35,,,,23.0,23.0,20.0,195.0,35.0,11.0,17.0,219:23,1099:41,20,50.94,11.8,6.0,1.0,0.0,1.0,01:28,26.0,-5.0,46.0,1532.0,15:29,00:01,03:05
8478454,Noah Juulsen,"Juulsen, Noah",D,39,117:24,,,,,,,,,,,,,,,8,,,,14:40,,,,2.0,0.0,0.0,6.0,20.0,0.0,0.0,00:01,105:31,0,0.0,0.0,0.0,0.0,0.0,0.0,11:52,11.0,-4.0,2.0,184.0,13:11,01:29,00:00
8478465,Guillaume Brisebois,"Brisebois, Guillaume",D,1,04:13,,,,,,,,,,,,,,,1,,,,04:13,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,04:13,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,0.0,8.0,04:13,00:00,00:00
8478846,Christian Wolanin,"Wolanin, Christian",D,27,132:16,,,,,,,,,,,,,,,9,,,,14:41,,,,1.0,1.0,2.0,5.0,5.0,0.0,0.0,07:53,118:48,2,0.0,20.0,0.0,0.0,0.0,0.0,05:35,13.0,-1.0,2.0,172.0,13:12,00:37,00:52
8478856,Conor Garland,"Garland, Conor",RW,371,1263:20,,,,,,,,,,,,,,,77,,,,16:24,,,,33.0,19.0,36.0,203.0,52.0,1.0,3.0,123:02,1137:31,36,50.0,9.4,3.0,0.0,0.0,0.0,02:47,22.0,18.0,52.0,1677.0,14:46,00:02,01:35
8479367,William Lockwood,"Lockwood, William",RW,80,147:25,,,,,,,,,,,,,,,13,,,,11:20,,,,0.0,0.0,9.0,13.0,49.0,0.0,0.0,01:31,145:02,9,0.0,0.0,0.0,0.0,0.0,0.0,00:52,9.0,-3.0,0.0,204.0,11:09,00:04,00:07
8474031,Kevin Shattenkirk,"Shattenkirk, Kevin",D,457,1756:12,,,,,,,,,,,,,,,82,,,,21:25,,,,27.0,8.0,36.0,163.0,73.0,1.0,14.0,162:22,1412:25,36,0.0,4.9,1.0,0.0,0.0,0.0,181:25,135.0,-9.0,35.0,2066.0,17:13,02:12,01:58
8474641,Adam Henrique,"Henrique, Adam",C,277,1010:20,,,,,,,,,,,,,,,58,,,,17:25,,,,23.0,19.0,14.0,141.0,22.0,6.0,11.0,124:33,878:52,14,55.53,13.5,0.0,0.0,0.0,0.0,06:55,47.0,-2.0,42.0,1305.0,15:09,00:07,02:08
8474683,Derek Grant,"Grant, Derek",C,294,1016:16,,,,,,,,,,,,,,,71,,,,14:18,,,,14.0,15.0,27.0,117.0,69.0,2.0,2.0,34:30,810:44,27,48.57,12.8,1.0,0.0,1.0,2.0,171:02,49.0,-16.0,29.0,1442.0,11:25,02:24,00:29
8475164,Jakob Silfverberg,"Silfverberg, Jakob",RW,232,903:04,,,,,,,,,,,,,,,53,,,,17:02,,,,16.0,5.0,30.0,120.0,16.0,1.0,5.0,93:14,694:55,30,33.33,4.2,0.0,0.0,0.0,0.0,114:55,40.0,-3.0,21.0,1263.0,13:06,02:10,01:45
8475179,Dmitry Kulikov,"Kulikov, Dmitry",D,342,1455:41,,,,,,,,,,,,,,,80,,,,18:11,,,,17.0,7.0,39.0,74.0,100.0,0.0,0.0,12:27,1287:54,39,0.0,9.5,2.0,1.0,0.0,0.0,155:20,103.0,23.0,24.0,1765.0,16:05,01:56,00:09
8475186,John Moore,"Moore, John",D,32,122:58,,,,,,,,,,,,,,,7,,,,17:34,,,,1.0,0.0,4.0,7.0,9.0,0.0,0.0,01:46,102:53,4,0.0,0.0,0.0,0.0,0.0,1.0,18:19,11.0,2.0,1.0,163.0,14:41,02:37,00:15
8475764,Cam Fowler,"Fowler, Cam",D,352,1855:38,,,,,,,,,,,,,,,76,,,,24:24,,,,33.0,9.0,14.0,124.0,37.0,6.0,18.0,162:59,1475:54,14,0.0,7.3,1.0,0.0,0.0,0.0,216:45,116.0,-9.0,42.0,2084.0,19:25,02:51,02:08
8475842,Sam Carrick,"Carrick, Sam",C,327,733:54,,,,,,,,,,,,,,,64,,,,11:28,,,,8.0,11.0,85.0,80.0,122.0,0.0,0.0,09:36,670:43,85,49.39,13.8,0.0,0.0,0.0,0.0,53:35,21.0,-12.0,19.0,1040.0,10:28,00:50,00:09
